model,model_index,params_b,family,horizon,seed,context_strategy,task_family,CodeDriftScore,SSR_final,CCS_final,SSFR_any,SSFR_critical,CHL,TSS,TestPassRate,ConflictResistance
baseline:do_nothing,0,0.0,baseline,50,3,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,3,repeated_spec,token_redactor,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,3,repeated_spec,config_parser,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,3,repeated_spec,path_sanitizer,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,3,repeated_spec,csv_schema,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,active_constraints,token_redactor,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,active_constraints,config_parser,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,active_constraints,path_sanitizer,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,active_constraints,csv_schema,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,no_anchor,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,no_anchor,token_redactor,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,no_anchor,config_parser,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,no_anchor,path_sanitizer,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,no_anchor,csv_schema,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,repeated_spec,token_redactor,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,repeated_spec,config_parser,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,repeated_spec,path_sanitizer,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,4,repeated_spec,csv_schema,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,active_constraints,token_redactor,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,active_constraints,config_parser,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,active_constraints,path_sanitizer,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,active_constraints,csv_schema,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,no_anchor,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,no_anchor,token_redactor,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,no_anchor,config_parser,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,no_anchor,path_sanitizer,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,no_anchor,csv_schema,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,repeated_spec,token_redactor,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,repeated_spec,config_parser,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,repeated_spec,path_sanitizer,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
baseline:do_nothing,0,0.0,baseline,50,5,repeated_spec,csv_schema,1.0,1.0,1.0,0.0,0.0,51.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,11.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,active_constraints,path_sanitizer,0.34375,0.25,0.25,1.0,1.0,1.0,0.3125,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,active_constraints,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,no_anchor,todo_cli,0.26249999999999996,0.0,0.0,0.0,0.0,5.0,0.5,0.5,0.25
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,no_anchor,token_redactor,0.5925,0.6,0.6,0.5,0.5,2.0,0.55,0.75,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,no_anchor,config_parser,0.54,0.6,0.6,0.0,0.0,11.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,no_anchor,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,repeated_spec,token_redactor,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,repeated_spec,config_parser,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,1,repeated_spec,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,11.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,active_constraints,path_sanitizer,0.34375,0.25,0.25,1.0,1.0,1.0,0.3125,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,active_constraints,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,no_anchor,todo_cli,0.26249999999999996,0.0,0.0,0.0,0.0,5.0,0.5,0.5,0.25
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,no_anchor,token_redactor,0.5925,0.6,0.6,0.5,0.5,2.0,0.55,0.75,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,no_anchor,config_parser,0.54,0.6,0.6,0.0,0.0,11.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,no_anchor,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,repeated_spec,token_redactor,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,repeated_spec,config_parser,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,2,repeated_spec,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,11.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,active_constraints,path_sanitizer,0.34375,0.25,0.25,1.0,1.0,1.0,0.3125,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,active_constraints,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,no_anchor,todo_cli,0.26249999999999996,0.0,0.0,0.0,0.0,5.0,0.5,0.5,0.25
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,no_anchor,token_redactor,0.5925,0.6,0.6,0.5,0.5,2.0,0.55,0.75,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,no_anchor,config_parser,0.54,0.6,0.6,0.0,0.0,11.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,no_anchor,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,repeated_spec,token_redactor,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,repeated_spec,config_parser,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,3,repeated_spec,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,11.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,active_constraints,path_sanitizer,0.34375,0.25,0.25,1.0,1.0,1.0,0.3125,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,active_constraints,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,no_anchor,todo_cli,0.26249999999999996,0.0,0.0,0.0,0.0,5.0,0.5,0.5,0.25
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,no_anchor,token_redactor,0.5925,0.6,0.6,0.5,0.5,2.0,0.55,0.75,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,no_anchor,config_parser,0.54,0.6,0.6,0.0,0.0,11.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,no_anchor,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,repeated_spec,token_redactor,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,repeated_spec,config_parser,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,4,repeated_spec,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,11.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,active_constraints,path_sanitizer,0.34375,0.25,0.25,1.0,1.0,1.0,0.3125,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,active_constraints,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,no_anchor,todo_cli,0.26249999999999996,0.0,0.0,0.0,0.0,5.0,0.5,0.5,0.25
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,no_anchor,token_redactor,0.5925,0.6,0.6,0.5,0.5,2.0,0.55,0.75,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,no_anchor,config_parser,0.54,0.6,0.6,0.0,0.0,11.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,no_anchor,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,repeated_spec,token_redactor,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,repeated_spec,config_parser,0.8150000000000001,0.8,0.8,0.5,0.5,11.0,0.9,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,10,5,repeated_spec,csv_schema,0.5,0.5,0.5,0.0,0.0,5.0,0.5,0.5,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,26.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,active_constraints,path_sanitizer,0.33999999999999997,0.25,0.25,1.0,1.0,1.0,0.3,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,active_constraints,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,no_anchor,todo_cli,0.195,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.1
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,no_anchor,token_redactor,0.6029999999999999,0.6,0.6,0.6,0.6,2.0,0.5599999999999999,0.8,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,no_anchor,config_parser,0.495,0.6,0.6,0.0,0.0,26.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,no_anchor,csv_schema,0.464375,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5625
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,repeated_spec,token_redactor,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,repeated_spec,config_parser,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,1,repeated_spec,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,26.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,active_constraints,path_sanitizer,0.33999999999999997,0.25,0.25,1.0,1.0,1.0,0.3,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,active_constraints,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,no_anchor,todo_cli,0.195,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.1
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,no_anchor,token_redactor,0.6029999999999999,0.6,0.6,0.6,0.6,2.0,0.5599999999999999,0.8,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,no_anchor,config_parser,0.495,0.6,0.6,0.0,0.0,26.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,no_anchor,csv_schema,0.464375,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5625
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,repeated_spec,token_redactor,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,repeated_spec,config_parser,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,2,repeated_spec,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,26.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,active_constraints,path_sanitizer,0.33999999999999997,0.25,0.25,1.0,1.0,1.0,0.3,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,active_constraints,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,no_anchor,todo_cli,0.195,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.1
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,no_anchor,token_redactor,0.6029999999999999,0.6,0.6,0.6,0.6,2.0,0.5599999999999999,0.8,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,no_anchor,config_parser,0.495,0.6,0.6,0.0,0.0,26.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,no_anchor,csv_schema,0.364375,0.25,0.25,0.0,0.0,5.0,0.4,0.4,0.5625
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,repeated_spec,token_redactor,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,repeated_spec,config_parser,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,3,repeated_spec,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,active_constraints,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,active_constraints,token_redactor,0.785,0.8,0.8,1.0,1.0,26.0,0.8,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,active_constraints,config_parser,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,active_constraints,path_sanitizer,0.33999999999999997,0.25,0.25,1.0,1.0,1.0,0.3,1.0,0.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,active_constraints,csv_schema,0.455,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,no_anchor,todo_cli,0.195,0.0,0.0,0.0,0.0,5.0,0.4,0.4,0.1
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,no_anchor,token_redactor,0.6029999999999999,0.6,0.6,0.6,0.6,2.0,0.5599999999999999,0.8,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,no_anchor,config_parser,0.495,0.6,0.6,0.0,0.0,26.0,0.4,0.4,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,no_anchor,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,no_anchor,csv_schema,0.464375,0.5,0.5,0.0,0.0,5.0,0.4,0.4,0.5625
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,repeated_spec,todo_cli,1.0,1.0,1.0,0.0,0.0,26.0,1.0,1.0,1.0
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,repeated_spec,token_redactor,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,repeated_spec,config_parser,0.809,0.8,0.8,0.6,0.6,26.0,0.88,1.0,0.5
qwen2.5-coder:0.5b,1,0.5,qwen2.5-coder,25,4,repeated_spec,path_sanitizer,0.55,1.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0
